destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord,Cluster,PC1,PC2
Work,Alone,Rainy,55,7AM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1,1,1,0,1,2,0,1,1,1,1,7,4,2,-1.4028147710728,0.8630012224149994
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,0,0,0,0,0,0,3,3,1,2,6,4,3,-0.11753091560041108,0.8576030806121896
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,0,0,0,0,0,0,3,3,1,2,6,4,3,-0.11753091560041108,0.8576030806121896
Home,Alone,Rainy,55,6PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,1,0,0,0,0,3,3,1,2,6,4,3,-0.11753091560041108,0.8576030806121896
Home,Partner,Sunny,55,10PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,1,0,0,0,0,3,3,1,2,6,4,3,-0.11753091560041108,0.8576030806121896
Work,Alone,Sunny,30,7AM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,0,1,0,0,0,3,3,1,2,6,4,3,-0.11753091560041108,0.8576030806121896
Work,Alone,Rainy,55,7AM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,1,0,0,0,0,3,3,1,2,6,4,3,-0.11753091560041108,0.8576030806121896
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,0,0,0,0,2,0,2,2,1,7,5,2,1,-0.8006571552000885,0.6600337401761363
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,0,0,0,1,2,0,2,2,1,7,5,2,1,-0.8006571552000885,0.6600337401761363
Home,Alone,Rainy,55,6PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,1,2,0,2,2,1,7,5,2,1,-0.8006571552000885,0.6600337401761363
Home,Partner,Sunny,55,10PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,0,2,0,2,2,1,7,5,2,1,-0.8006571552000885,0.6600337401761363
Work,Alone,Sunny,30,7AM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,0,1,1,2,0,2,2,1,7,5,2,1,-0.8006571552000885,0.6600337401761363
Work,Alone,Rainy,55,7AM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,1,2,0,2,2,1,7,5,2,1,-0.8006571552000885,0.6600337401761363
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,0,0,0,0,2,4,3,3,2,2,5,5,0,2.4428304933728686,0.5220559127315583
Home,Alone,Rainy,55,6PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,1,0,0,2,4,3,3,2,2,5,5,0,2.4428304933728686,0.5220559127315583
Work,Alone,Sunny,30,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,0,1,0,2,4,3,3,2,2,5,5,0,2.4428304933728686,0.5220559127315583
Work,Alone,Rainy,55,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,1,0,0,2,4,3,3,2,2,5,5,0,2.4428304933728686,0.5220559127315583
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,0,0,0,1,1,1,2,2,2,2,2,1,2,-0.4007814843899166,-1.5156314371925892
No Urgent Place,Partner,Sunny,55,2PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,0,0,0,1,1,1,2,2,2,2,2,1,2,-0.4007814843899166,-1.5156314371925892
Home,Alone,Rainy,55,6PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,1,0,1,1,1,2,2,2,2,2,1,2,-0.4007814843899166,-1.5156314371925892
Home,Partner,Sunny,55,10PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,1,0,1,1,1,2,2,2,2,2,1,2,-0.4007814843899166,-1.5156314371925892
Work,Alone,Sunny,30,7AM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,0,1,0,1,1,2,2,2,2,2,1,2,-0.4007814843899166,-1.5156314371925892
Work,Alone,Rainy,55,7AM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,1,0,0,1,1,2,2,2,2,2,1,2,-0.4007814843899166,-1.5156314371925892
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,0,0,0,1,0,1,2,3,3,0,7,1,3,0.7207355222056623,-0.5877835456365411
Home,Alone,Rainy,55,6PM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,1,0,1,0,1,2,3,3,0,7,1,3,0.7207355222056623,-0.5877835456365411
Work,Alone,Sunny,30,7AM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,0,1,0,0,1,2,3,3,0,7,1,3,0.7207355222056623,-0.5877835456365411
Work,Alone,Rainy,55,7AM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,1,0,0,0,1,2,3,3,0,7,1,3,0.7207355222056623,-0.5877835456365411
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,0,0,0,0,0,2,2,2,2,6,2,4,1,-0.28747713020826154,0.8426471628894351
Home,Alone,Rainy,55,6PM,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,1,0,0,0,2,2,2,2,6,2,4,1,-0.28747713020826154,0.8426471628894351
Work,Alone,Sunny,30,7AM,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,0,1,0,0,2,2,2,2,6,2,4,1,-0.28747713020826154,0.8426471628894351
Work,Alone,Rainy,55,7AM,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,1,0,0,0,2,2,2,2,6,2,4,1,-0.28747713020826154,0.8426471628894351
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,never,never,less1,never,never,0,0,0,0,0,0,1,0,0,7,0,3,1,-3.845954081053111,0.2878331302114396
Home,Alone,Rainy,55,6PM,1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,never,never,less1,never,never,1,1,0,0,0,0,1,0,0,7,0,3,1,-3.845954081053111,0.2878331302114396
Work,Alone,Sunny,30,7AM,1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,never,never,less1,never,never,1,0,1,0,0,0,1,0,0,7,0,3,1,-3.845954081053111,0.2878331302114396
Work,Alone,Rainy,55,7AM,1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,never,never,less1,never,never,1,1,0,0,0,0,1,0,0,7,0,3,1,-3.845954081053111,0.2878331302114396
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,0,0,0,1,0,0,0,1,1,0,3,2,2,-2.9002032168170824,-0.8162505269295649
Home,Alone,Rainy,55,6PM,1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,1,1,0,1,0,0,0,1,1,0,3,2,2,-2.9002032168170824,-0.8162505269295649
Work,Alone,Sunny,30,7AM,1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,1,0,1,1,0,0,0,1,1,0,3,2,2,-2.9002032168170824,-0.8162505269295649
Work,Alone,Rainy,55,7AM,1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,1,1,0,1,0,0,0,1,1,0,3,2,2,-2.9002032168170824,-0.8162505269295649
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,0,1,3,1,2,3,2,1,8,4,3,1.4686073361434788,0.8275009065796474
Home,Alone,Rainy,55,6PM,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,1,0,1,3,1,2,3,2,1,8,4,3,1.4686073361434788,0.8275009065796474
Work,Alone,Sunny,30,7AM,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,0,1,1,3,1,2,3,2,1,8,4,3,1.4686073361434788,0.8275009065796474
Work,Alone,Rainy,55,7AM,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,1,1,0,1,3,1,2,3,2,1,8,4,3,1.4686073361434788,0.8275009065796474
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,0,0,0,0,0,0,3,2,1,7,3,2,1,-1.1523661331941801,0.3110227993387518
Home,Alone,Rainy,55,6PM,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,1,0,0,0,0,3,2,1,7,3,2,1,-1.1523661331941801,0.3110227993387518
Work,Alone,Sunny,30,7AM,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,0,1,0,0,0,3,2,1,7,3,2,1,-1.1523661331941801,0.3110227993387518
Work,Alone,Rainy,55,7AM,1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1,1,1,0,0,0,0,3,2,1,7,3,2,1,-1.1523661331941801,0.3110227993387518
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,0,1,0,1,4,4,0,4,3,2,3,0.32348510828784477,-0.642348835114242
Home,Alone,Rainy,55,6PM,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,1,0,1,0,1,4,4,0,4,3,2,3,0.32348510828784477,-0.642348835114242
Work,Alone,Sunny,30,7AM,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,0,1,1,0,1,4,4,0,4,3,2,3,0.32348510828784477,-0.642348835114242
Work,Alone,Rainy,55,7AM,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,1,1,0,1,0,1,4,4,0,4,3,2,3,0.32348510828784477,-0.642348835114242
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,0,0,0,0,1,1,3,2,1,7,4,1,1,-0.4947922728612445,-0.16693633859421103
Home,Alone,Rainy,55,6PM,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,0,1,1,1,3,2,1,7,4,1,1,-0.4947922728612445,-0.16693633859421103
Home,Partner,Sunny,55,10PM,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,0,0,1,1,3,2,1,7,4,1,1,-0.4947922728612445,-0.16693633859421103
Work,Alone,Sunny,30,7AM,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,0,1,0,1,1,3,2,1,7,4,1,1,-0.4947922728612445,-0.16693633859421103
Work,Alone,Rainy,55,7AM,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,less1,less1,4~8,1~3,less1,1,1,0,0,1,1,3,2,1,7,4,1,1,-0.4947922728612445,-0.16693633859421103
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,0,0,0,2,1,3,1,3,7,1,2,-0.5468628693371352,-0.012030987573170704
Home,Kid(s),Sunny,30,6PM,2h,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0,0,0,2,1,3,1,3,7,1,2,-0.5468628693371352,-0.012030987573170704
Home,Alone,Rainy,55,6PM,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,1,0,0,0,2,1,3,1,3,7,1,2,-0.5468628693371352,-0.012030987573170704
Work,Alone,Sunny,30,7AM,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,1,0,0,2,1,3,1,3,7,1,2,-0.5468628693371352,-0.012030987573170704
Work,Alone,Rainy,55,7AM,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,1,0,0,0,2,1,3,1,3,7,1,2,-0.5468628693371352,-0.012030987573170704
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,0,0,0,0,1,0,2,1,1,4,8,4,3,-1.310752013648846,1.7413256908443815
Home,Alone,Rainy,55,6PM,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,1,0,0,1,0,2,1,1,4,8,4,3,-1.310752013648846,1.7413256908443815
Work,Alone,Sunny,30,7AM,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,0,1,0,1,0,2,1,1,4,8,4,3,-1.310752013648846,1.7413256908443815
Work,Alone,Rainy,55,7AM,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,1,0,0,1,0,2,1,1,4,8,4,3,-1.310752013648846,1.7413256908443815
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,0,1,0,1,2,2,0,3,1,4,2,-1.6734750232070164,-0.10792711583178674
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,0,0,0,1,2,2,0,3,1,4,2,-1.6734750232070164,-0.10792711583178674
Home,Alone,Rainy,55,6PM,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,0,1,0,1,2,2,0,3,1,4,2,-1.6734750232070164,-0.10792711583178674
Home,Partner,Sunny,55,10PM,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,0,0,0,1,2,2,0,3,1,4,2,-1.6734750232070164,-0.10792711583178674
Work,Alone,Sunny,30,7AM,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1,1,0,1,2,2,0,3,1,4,2,-1.6734750232070164,-0.10792711583178674
Work,Alone,Rainy,55,7AM,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,0,1,0,1,2,2,0,3,1,4,2,-1.6734750232070164,-0.10792711583178674
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,0,1,1,2,1,2,1,0,8,2,2,-0.5694694991382696,-0.1295491829615652
No Urgent Place,Partner,Sunny,55,2PM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,0,1,1,2,1,2,1,0,8,2,2,-0.5694694991382696,-0.1295491829615652
Home,Alone,Rainy,55,6PM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,0,1,1,2,1,2,1,0,8,2,2,-0.5694694991382696,-0.1295491829615652
Home,Partner,Sunny,55,10PM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,0,1,1,2,1,2,1,0,8,2,2,-0.5694694991382696,-0.1295491829615652
Work,Alone,Sunny,30,7AM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1,1,1,2,1,2,1,0,8,2,2,-0.5694694991382696,-0.1295491829615652
Work,Alone,Rainy,55,7AM,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,0,1,1,2,1,2,1,0,8,2,2,-0.5694694991382696,-0.1295491829615652
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,0,1,1,1,1,2,1,3,3,2,2,-1.2777179943615564,-0.5070602592652297
Home,Kid(s),Sunny,30,6PM,2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0,1,1,1,1,2,1,3,3,2,2,-1.2777179943615564,-0.5070602592652297
Home,Alone,Rainy,55,6PM,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,1,0,1,1,1,1,2,1,3,3,2,2,-1.2777179943615564,-0.5070602592652297
Work,Alone,Sunny,30,7AM,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1,0,1,1,1,2,1,3,3,2,2,-1.2777179943615564,-0.5070602592652297
Work,Alone,Rainy,55,7AM,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,1,0,1,1,1,1,2,1,3,3,2,2,-1.2777179943615564,-0.5070602592652297
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,0,0,2,3,2,2,3,5,4,3,0.41988715555043266,0.706985370292098
Home,Kid(s),Sunny,30,6PM,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,0,0,2,3,2,2,3,5,4,3,0.41988715555043266,0.706985370292098
Home,Alone,Rainy,55,6PM,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0,0,0,2,3,2,2,3,5,4,3,0.41988715555043266,0.706985370292098
Work,Alone,Sunny,30,7AM,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1,0,0,2,3,2,2,3,5,4,3,0.41988715555043266,0.706985370292098
Work,Alone,Rainy,55,7AM,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0,0,0,2,3,2,2,3,5,4,3,0.41988715555043266,0.706985370292098
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,0,1,0,2,1,0,1,5,4,2,-1.9490577199045993,0.30788067626877436
No Urgent Place,Partner,Sunny,55,2PM,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,1,1,0,2,1,0,1,5,4,2,-1.9490577199045993,0.30788067626877436
Home,Alone,Rainy,55,6PM,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,0,1,0,2,1,0,1,5,4,2,-1.9490577199045993,0.30788067626877436
Home,Partner,Sunny,55,10PM,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,1,1,0,2,1,0,1,5,4,2,-1.9490577199045993,0.30788067626877436
Work,Alone,Sunny,30,7AM,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,1,0,1,0,2,1,0,1,5,4,2,-1.9490577199045993,0.30788067626877436
Work,Alone,Rainy,55,7AM,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,0,1,0,2,1,0,1,5,4,2,-1.9490577199045993,0.30788067626877436
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,0,1,3,3,2,1,2,6,0,2,1,0.2215725054400188,-1.0854272294583838
Home,Alone,Rainy,55,6PM,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,0,1,3,3,2,1,2,6,0,2,1,0.2215725054400188,-1.0854272294583838
Work,Alone,Sunny,30,7AM,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1,1,3,3,2,1,2,6,0,2,1,0.2215725054400188,-1.0854272294583838
Work,Alone,Rainy,55,7AM,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,0,1,3,3,2,1,2,6,0,2,1,0.2215725054400188,-1.0854272294583838
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,0,0,0,0,3,2,2,1,5,2,2,-0.3425306340217318,-0.496853856379127
Home,Alone,Rainy,55,6PM,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,1,0,0,0,0,3,2,2,1,5,2,2,-0.3425306340217318,-0.496853856379127
Work,Alone,Sunny,30,7AM,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,1,0,0,0,3,2,2,1,5,2,2,-0.3425306340217318,-0.496853856379127
Work,Alone,Rainy,55,7AM,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,1,0,0,0,0,3,2,2,1,5,2,2,-0.3425306340217318,-0.496853856379127
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,1,1,0,4,2,2,5,2,2,1,0.16677802083021823,-0.5754292781610465
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,0,1,0,4,2,2,5,2,2,1,0.16677802083021823,-0.5754292781610465
Home,Alone,Rainy,55,6PM,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,1,1,0,4,2,2,5,2,2,1,0.16677802083021823,-0.5754292781610465
Home,Partner,Sunny,55,10PM,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,0,1,0,4,2,2,5,2,2,1,0.16677802083021823,-0.5754292781610465
Work,Alone,Sunny,30,7AM,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,1,1,1,0,4,2,2,5,2,2,1,0.16677802083021823,-0.5754292781610465
Work,Alone,Rainy,55,7AM,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,0,1,0,4,2,2,5,2,2,1,0.16677802083021823,-0.5754292781610465
