destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,21,Married partner,1,Some college - no degree,Student,$12500 - $24999,1~3,1~3,4~8,4~8,never,1,0,0,1,2,2,3,3,0,1,1,2
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,21,Married partner,1,Some college - no degree,Student,$12500 - $24999,1~3,1~3,4~8,4~8,never,1,0,0,0,2,2,3,3,0,1,1,2
Home,Alone,Sunny,80,6PM,2h,Female,21,Married partner,1,Some college - no degree,Student,$12500 - $24999,1~3,1~3,4~8,4~8,never,0,0,1,0,2,2,3,3,0,1,1,2
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3,1,0,0,0,0,0,4,4,2,4,6,3
No Urgent Place,Partner,Sunny,30,10AM,1d,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3,1,0,0,0,0,0,4,4,2,4,6,3
Home,Alone,Sunny,80,6PM,2h,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3,0,0,1,0,0,0,4,4,2,4,6,3
No Urgent Place,Kid(s),Rainy,55,10PM,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,0,0,2,2,2,2,1,4,3
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,0,0,2,2,2,2,1,4,3
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,0,0,2,2,2,2,1,4,3
Home,Alone,Sunny,80,6PM,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,1,0,0,2,2,2,2,1,4,3
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,0,0,1,2,2,1,2,0,1,2,4
No Urgent Place,Partner,Sunny,30,10AM,1d,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,0,0,1,2,2,1,2,0,1,2,4
Home,Alone,Sunny,80,6PM,2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,0,0,1,0,2,2,1,2,0,1,2,4
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Male,41,Single,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,1~3,never,1,0,0,1,0,0,2,2,0,5,1,2
Home,Alone,Sunny,80,6PM,2h,Male,41,Single,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,1~3,never,0,0,1,0,0,0,2,2,0,5,1,2
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,less1,1~3,less1,1,0,0,1,3,2,1,2,1,2,8,4
Home,Alone,Sunny,80,6PM,2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,less1,1~3,less1,0,0,1,0,3,2,1,2,1,2,8,4
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1~3,4~8,less1,4~8,less1,1,0,0,1,2,3,1,3,1,3,6,5
No Urgent Place,Partner,Sunny,30,10AM,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1~3,4~8,less1,4~8,less1,1,0,0,0,2,3,1,3,1,3,6,5
Home,Alone,Sunny,80,6PM,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1~3,4~8,less1,4~8,less1,0,0,1,0,2,3,1,3,1,3,6,5
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,1,1,1,4,3,1,3,8,2
No Urgent Place,Partner,Sunny,30,10AM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,1,1,1,4,3,1,3,8,2
Home,Alone,Sunny,80,6PM,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,1,0,1,1,4,3,1,3,8,2
No Urgent Place,Kid(s),Rainy,55,10PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,less1,1~3,4~8,1~3,less1,1,0,0,0,1,2,3,2,1,5,7,5
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,less1,1~3,4~8,1~3,less1,1,0,0,0,1,2,3,2,1,5,7,5
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,less1,1~3,4~8,1~3,less1,1,0,0,1,1,2,3,2,1,5,7,5
Home,Alone,Sunny,80,6PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,less1,1~3,4~8,1~3,less1,0,0,1,0,1,2,3,2,1,5,7,5
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,1~3,1~3,less1,1~3,less1,1,0,0,0,2,2,1,2,1,7,7,5
No Urgent Place,Partner,Sunny,30,10AM,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,1~3,1~3,less1,1~3,less1,1,0,0,0,2,2,1,2,1,7,7,5
Home,Alone,Sunny,80,6PM,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,1~3,1~3,less1,1~3,less1,0,0,1,0,2,2,1,2,1,7,7,5
No Urgent Place,Kid(s),Rainy,55,10PM,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,never,never,less1,1~3,1~3,1,0,0,0,0,0,1,2,2,4,8,5
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,never,never,less1,1~3,1~3,1,0,0,0,0,0,1,2,2,4,8,5
No Urgent Place,Friend(s),Rainy,55,10PM,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,never,never,less1,1~3,1~3,1,0,0,1,0,0,1,2,2,4,8,5
Home,Alone,Sunny,80,6PM,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,never,never,less1,1~3,1~3,0,0,1,0,0,0,1,2,2,4,8,5
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Partner,Sunny,55,2PM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,0,1,1,4,3,1,3,8,2
Home,Alone,Rainy,55,6PM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,0,1,1,4,3,1,3,8,2
Home,Partner,Sunny,55,10PM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,1,1,1,4,3,1,3,8,2
Work,Alone,Sunny,30,7AM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,0,1,1,1,1,4,3,1,3,8,2
Work,Alone,Rainy,55,7AM,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,0,0,2,2,2,2,2,4,4
Home,Kid(s),Sunny,30,6PM,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,1,0,2,2,2,2,2,4,4
Home,Alone,Rainy,55,6PM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,1,0,0,0,2,2,2,2,2,4,4
Work,Alone,Sunny,30,7AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,0,0,2,2,2,2,2,4,4
Work,Alone,Rainy,55,7AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,1,0,0,0,2,2,2,2,2,4,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1,0,0,0,1,3,2,3,2,1,2,3,5
Home,Alone,Rainy,55,6PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,1,0,1,3,2,3,2,1,2,3,5
Work,Alone,Sunny,30,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,0,1,1,3,2,3,2,1,2,3,5
Work,Alone,Rainy,55,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,1,0,1,3,2,3,2,1,2,3,5
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,0,0,0,0,1,1,3,2,1,2,1,3
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,0,0,0,0,1,1,3,2,1,2,1,3
Home,Alone,Rainy,55,6PM,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,1,0,1,1,1,3,2,1,2,1,3
Home,Partner,Sunny,55,10PM,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,1,0,1,1,1,3,2,1,2,1,3
Work,Alone,Sunny,30,7AM,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,1,0,1,1,3,2,1,2,1,3
Work,Alone,Rainy,55,7AM,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,1,0,0,1,1,3,2,1,2,1,3
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,0,0,0,0,0,1,1,3,1,4,0,5
Home,Alone,Rainy,55,6PM,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,1,0,0,0,1,1,3,1,4,0,5
Work,Alone,Sunny,30,7AM,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,0,1,0,0,1,1,3,1,4,0,5
Work,Alone,Rainy,55,7AM,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,1,0,0,0,1,1,3,1,4,0,5
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,0,0,0,0,0,3,3,1,1,3,7,3
Home,Kid(s),Sunny,30,6PM,2h,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,1,0,0,1,0,3,3,1,1,3,7,3
Home,Alone,Rainy,55,6PM,1d,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,1,1,0,0,0,3,3,1,1,3,7,3
Work,Alone,Sunny,30,7AM,1d,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,1,0,1,0,0,3,3,1,1,3,7,3
Work,Alone,Rainy,55,7AM,1d,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,1,1,0,0,0,3,3,1,1,3,7,3
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,0,0,0,0,1,1,2,2,0,6,3,1
Home,Kid(s),Sunny,30,6PM,2h,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,0,0,1,1,1,2,2,0,6,3,1
Home,Alone,Rainy,55,6PM,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,1,0,0,1,1,2,2,0,6,3,1
Work,Alone,Sunny,30,7AM,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,0,1,0,1,1,2,2,0,6,3,1
Work,Alone,Rainy,55,7AM,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never,1,1,0,0,1,1,2,2,0,6,3,1
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,0,0,0,0,1,4,2,2,1,0,7,2
Home,Alone,Rainy,55,6PM,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,1,0,0,1,4,2,2,1,0,7,2
Work,Alone,Sunny,30,7AM,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,1,0,1,4,2,2,1,0,7,2
Work,Alone,Rainy,55,7AM,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,1,0,0,1,4,2,2,1,0,7,2
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,0,0,0,0,2,1,3,1,0,1,1,2
Home,Alone,Rainy,55,6PM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,1,0,0,2,1,3,1,0,1,1,2
Work,Alone,Sunny,30,7AM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,1,1,2,1,3,1,0,1,1,2
Work,Alone,Rainy,55,7AM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,1,0,1,2,1,3,1,0,1,1,2
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,0,0,0,1,0,1,4,3,1,3,5,4
Home,Kid(s),Sunny,30,6PM,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,0,1,0,1,4,3,1,3,5,4
Home,Alone,Rainy,55,6PM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,1,0,0,0,1,4,3,1,3,5,4
Work,Alone,Sunny,30,7AM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,0,1,0,0,1,4,3,1,3,5,4
Work,Alone,Rainy,55,7AM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,gt8,4~8,less1,1,1,0,0,0,1,4,3,1,3,5,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,0,2,2,3,3,1,2,8,4
Home,Kid(s),Sunny,30,6PM,2h,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,0,2,2,3,3,1,2,8,4
Home,Alone,Rainy,55,6PM,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,1,2,2,3,3,1,2,8,4
Work,Alone,Sunny,30,7AM,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,1,1,2,2,3,3,1,2,8,4
Work,Alone,Rainy,55,7AM,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,1,2,2,3,3,1,2,8,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,0,0,0,1,1,0,2,1,1,2,2,4
Home,Kid(s),Sunny,30,6PM,2h,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,0,1,1,0,2,1,1,2,2,4
Home,Alone,Rainy,55,6PM,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,1,0,1,1,0,2,1,1,2,2,4
Work,Alone,Sunny,30,7AM,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,0,1,1,1,0,2,1,1,2,2,4
Work,Alone,Rainy,55,7AM,1d,Male,26,Married partner,1,Bachelors degree,Sales & Related,$25000 - $37499,less1,never,1~3,less1,less1,1,1,0,1,1,0,2,1,1,2,2,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1,1,4,3,2,2,1,0,2
No Urgent Place,Partner,Sunny,55,2PM,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1,1,4,3,2,2,1,0,2
Home,Kid(s),Sunny,30,6PM,2h,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,0,0,1,4,3,2,2,1,0,2
Home,Alone,Rainy,55,6PM,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,1,1,4,3,2,2,1,0,2
Home,Partner,Sunny,55,10PM,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,1,1,4,3,2,2,1,0,2
Work,Alone,Sunny,30,7AM,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,0,1,0,1,4,3,2,2,1,0,2
Work,Alone,Rainy,55,7AM,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,1,1,0,1,1,4,3,2,2,1,0,2
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,less1,less1,less1,less1,0,0,0,0,0,1,1,1,1,3,2,4
Home,Alone,Rainy,55,6PM,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,less1,less1,less1,less1,1,1,0,0,0,1,1,1,1,3,2,4
Work,Alone,Sunny,30,7AM,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,less1,less1,less1,less1,1,0,1,0,0,1,1,1,1,3,2,4
Work,Alone,Rainy,55,7AM,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,less1,less1,less1,less1,1,1,0,0,0,1,1,1,1,3,2,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1,0,0,0,1,2,0,1,1,1,1,7,4
Home,Alone,Rainy,55,6PM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1,1,1,0,1,2,0,1,1,1,1,7,4
Work,Alone,Sunny,30,7AM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1,1,0,1,0,2,0,1,1,1,1,7,4
Work,Alone,Rainy,55,7AM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1,1,1,0,1,2,0,1,1,1,1,7,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,0,0,0,0,0,0,3,3,1,2,6,4
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,0,0,0,0,0,0,3,3,1,2,6,4
Home,Alone,Rainy,55,6PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,1,0,0,0,0,3,3,1,2,6,4
Home,Partner,Sunny,55,10PM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,1,0,0,0,0,3,3,1,2,6,4
Work,Alone,Sunny,30,7AM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,0,1,0,0,0,3,3,1,2,6,4
Work,Alone,Rainy,55,7AM,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,1,0,0,0,0,3,3,1,2,6,4
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,0,0,0,0,2,0,2,2,1,7,5,2
No Urgent Place,Partner,Sunny,55,2PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,0,0,0,1,2,0,2,2,1,7,5,2
Home,Alone,Rainy,55,6PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,1,2,0,2,2,1,7,5,2
Home,Partner,Sunny,55,10PM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,0,2,0,2,2,1,7,5,2
Work,Alone,Sunny,30,7AM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,0,1,1,2,0,2,2,1,7,5,2
Work,Alone,Rainy,55,7AM,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,1,2,0,2,2,1,7,5,2
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,0,0,0,0,2,4,3,3,2,2,5,5
Home,Alone,Rainy,55,6PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,1,0,0,2,4,3,3,2,2,5,5
Work,Alone,Sunny,30,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,0,1,0,2,4,3,3,2,2,5,5
Work,Alone,Rainy,55,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,1,0,0,2,4,3,3,2,2,5,5
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,0,0,0,1,1,1,2,2,2,2,2,1
No Urgent Place,Partner,Sunny,55,2PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,0,0,0,1,1,1,2,2,2,2,2,1
Home,Alone,Rainy,55,6PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,1,0,1,1,1,2,2,2,2,2,1
Home,Partner,Sunny,55,10PM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,1,0,1,1,1,2,2,2,2,2,1
Work,Alone,Sunny,30,7AM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,0,1,0,1,1,2,2,2,2,2,1
Work,Alone,Rainy,55,7AM,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,1,1,0,0,1,1,2,2,2,2,2,1
No Urgent Place,Alone,Snowy,30,2PM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,0,0,0,1,0,1,2,3,3,0,7,1
Home,Alone,Rainy,55,6PM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,1,0,1,0,1,2,3,3,0,7,1
Work,Alone,Sunny,30,7AM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,0,1,0,0,1,2,3,3,0,7,1
Work,Alone,Rainy,55,7AM,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,1,0,0,0,1,2,3,3,0,7,1
No Urgent Place,Alone,Snowy,30,2PM,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,0,0,0,0,0,2,2,2,2,6,2,4
Home,Alone,Rainy,55,6PM,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,1,0,0,0,2,2,2,2,6,2,4
